trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.9833021775801796}",25,0,-47.37368041301868,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.9831197056650174}",25,0,-109.08256761356851,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.9829362506302315}",20,0,-43.17204396941048,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.9827518126592768}",20,0,-126.19375814258095,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.9825663919365915}",20,0,-66.45236583052596,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9823799886475959}",20,0,-24.64932982561614,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.9821926029786937}",25,0,-140.6759980296345,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9820042351172703}",25,0,-74.04830177333174,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9818148852516937}",30,0,-298.02295181983413,"{0: 11, 1: 3, 2: 11, 3: 1, 4: 4}",0
191,False,"{'a': 0.5, 'e': 0.9816245535713135}",25,12,-20.323354865534846,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.9814332402664617}",30,0,-184.0534376442302,"{0: 15, 1: 7, 2: 4, 3: 2, 4: 2}",0
193,False,"{'a': 0.5, 'e': 0.9812409455284513}",25,0,-105.2562774710464,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.9810476695495772}",25,0,-73.94233015342404,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.9808534125231153}",25,0,-104.62962821264905,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.9806581746433226}",25,0,-154.7683864972159,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
197,False,"{'a': 0.5, 'e': 0.9804619561054371}",25,6,6.741418123264035,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.9802647571056771}",25,0,-79.89696036395726,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.9800665778412416}",25,0,-150.3121642950496,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.97986741851031}",25,0,-129.55407020318296,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.9796672793120416}",20,0,-92.27041968239166,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.9794661604465754}",20,0,-137.22448119876114,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.9792640621150305}",30,0,-116.03414026743799,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.9790609845195051}",20,0,-161.45530934319066,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
205,False,"{'a': 0.5, 'e': 0.9788569278630767}",25,0,-100.76838144495241,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.978651892349802}",25,0,-152.8567049218539,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.9784458781847165}",30,0,-134.8305850565907,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
208,False,"{'a': 0.5, 'e': 0.9782388855738344}",35,0,-202.63247671239697,"{0: 19, 1: 2, 2: 11, 3: 1, 4: 2}",0
209,False,"{'a': 0.5, 'e': 0.9780309147241483}",35,0,-228.70451165668229,"{0: 21, 1: 2, 2: 6, 3: 3, 4: 3}",0
210,False,"{'a': 0.5, 'e': 0.9778219658436289}",20,0,-65.52463222108089,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9776120391412251}",25,0,-122.66060540032052,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.9774011348268636}",25,0,-55.0396051874662,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.9771892531114489}",20,0,-147.2590998463882,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.9769763942068623}",25,0,-81.84578573127267,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.9767625583259631}",25,0,-61.30921064407946,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.976547745682587}",35,0,-139.02406876802135,"{0: 21, 1: 4, 2: 7, 3: 2, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.9763319564915464}",25,0,-66.63493210614719,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.9761151909686308}",20,0,-99.30453049448118,"{0: 10, 1: 0, 2: 9, 3: 1, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.9758974493306055}",25,0,-129.78420805007414,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9756787317952123}",25,0,-174.7279812694897,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
221,False,"{'a': 0.5, 'e': 0.9754590385811684}",25,0,-121.86863379438113,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.9752383699081674}",25,0,-164.61652776613337,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.9750167259968777}",30,0,-223.89445764026087,"{0: 14, 1: 5, 2: 6, 3: 2, 4: 3}",0
224,False,"{'a': 0.5, 'e': 0.9747941070689433}",20,0,-62.04957749648965,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.974570513346983}",20,0,-32.750149487738355,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.9743459450545906}",35,0,-148.15734145129773,"{0: 22, 1: 3, 2: 8, 3: 0, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.9741204024163344}",20,0,-187.9265020437852,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
228,False,"{'a': 0.5, 'e': 0.9738938856577568}",25,0,-121.42531975258225,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9736663950053749}",30,0,-164.12666488647935,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.9734379306866789}",20,9,-62.83842118751423,"{0: 6, 1: 0, 2: 3, 3: 2, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.9732084929301336}",25,0,-112.54726018228936,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.9729780819651762}",25,0,-223.99924932861194,"{0: 10, 1: 1, 2: 11, 3: 0, 4: 3}",0
233,False,"{'a': 0.5, 'e': 0.9727466980222181}",25,7,-96.93244232987391,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
234,False,"{'a': 0.5, 'e': 0.972514341332643}",20,0,-51.123026310511655,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.9722810121288076}",25,0,-58.38981733093543,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.9720467106440411}",25,0,-252.26711187496934,"{0: 13, 1: 1, 2: 4, 3: 3, 4: 4}",0
237,False,"{'a': 0.5, 'e': 0.971811437112645}",25,0,-84.49255154736088,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.9715751917698927}",20,0,-35.204573634641555,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.9713379748520296}",25,0,-120.56571668530195,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.9710997865962726}",25,0,-54.24988087287724,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.97086062724081}",20,1,-0.007654824747536093,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.970620497024801}",20,0,-136.96621357386155,"{0: 9, 1: 4, 2: 3, 3: 3, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.9703793961883759}",25,0,-62.9267589036322,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.9701373249726354}",25,0,-120.62702155245499,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9698942836196508}",20,0,-106.41267786120797,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.9696502723724634}",25,0,-104.88240372033017,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.9694052914750845}",30,0,-121.9431598009592,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",1
248,False,"{'a': 0.5, 'e': 0.9691593411724948}",20,0,-105.89700858703414,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
249,False,"{'a': 0.5, 'e': 0.9689124217106447}",30,0,-98.50649544285778,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.9686645333364537}",20,0,-91.14779569761448,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.9684156762978101}",20,0,-89.5719799255217,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.9681658508435709}",35,21,-45.525584158590476,"{0: 7, 1: 3, 2: 4, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.9679150572235615}",25,0,-115.04307940769279,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.9676632956885756}",30,0,-101.71012282225776,"{0: 19, 1: 3, 2: 5, 3: 3, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.9674105664903746}",25,0,-57.86848708209327,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9671568698816877}",20,6,-17.583572305794235,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.9669022061162116}",20,0,-39.71198620850697,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.9666465754486098}",20,0,-94.01921735471284,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.9663899781345132}",20,0,-126.75768119639571,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.966132414430519}",30,0,-164.1400097664572,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.9658738845941909}",20,0,-161.81434803659,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.9656143888840587}",25,0,-112.06536686252433,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
263,False,"{'a': 0.5, 'e': 0.965353927559618}",20,0,-32.13321352131997,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.9650925008813303}",20,0,-103.27132810654304,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.9648301091106221}",30,0,-169.6604333606623,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
266,False,"{'a': 0.5, 'e': 0.9645667525098851}",20,11,-32.19760051641731,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.9643024313424761}",25,0,-111.68547870954217,"{0: 12, 1: 2, 2: 10, 3: 1, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.964037145872716}",20,0,-127.73487539359448,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
269,False,"{'a': 0.5, 'e': 0.9637708963658905}",20,0,-191.7539932763354,"{0: 9, 1: 5, 2: 2, 3: 0, 4: 4}",0
270,False,"{'a': 0.5, 'e': 0.9635036830882489}",25,0,-142.26036000375294,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.9632355063070045}",20,0,-171.28922591506725,"{0: 8, 1: 6, 2: 3, 3: 0, 4: 3}",0
272,False,"{'a': 0.5, 'e': 0.962966366290334}",35,0,-233.6774730158595,"{0: 16, 1: 5, 2: 11, 3: 0, 4: 3}",0
273,False,"{'a': 0.5, 'e': 0.9626962633073776}",25,0,-113.1027386769528,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.962425197628238}",25,0,-84.18874448184269,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.9621531695239809}",20,0,-52.164365289493574,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.9618801792666346}",20,0,-94.05174104652637,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.9616062271291891}",30,0,-169.458342764845,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.9613313133855966}",25,0,-118.37337687075613,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
279,False,"{'a': 0.5, 'e': 0.9610554383107709}",20,0,-70.65154443695558,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.960778602180587}",20,0,-169.78292293331987,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
281,False,"{'a': 0.5, 'e': 0.960500805271881}",20,0,-62.04780210459611,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.9602220478624496}",20,0,-123.05327846218259,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.9599423302310505}",20,0,-41.99698316886722,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.9596616526574011}",25,0,-173.7721969865944,"{0: 14, 1: 5, 2: 2, 3: 1, 4: 3}",0
285,False,"{'a': 0.5, 'e': 0.959380015422179}",25,0,-123.1079279580141,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.9590974188070215}",25,0,-52.498883160785816,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.9588138630945251}",20,0,-200.33777048941886,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
288,False,"{'a': 0.5, 'e': 0.9585293485682455}",20,0,-40.12999930696752,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.9582438755126972}",20,0,-63.684600899444945,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.9579574442133532}",25,0,-115.42235956601891,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
291,False,"{'a': 0.5, 'e': 0.9576700549566448}",20,10,-24.06340438636175,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.9573817080299614}",20,14,2.704508956882564,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.9570924037216496}",30,0,-217.1632148871262,"{0: 11, 1: 8, 2: 7, 3: 2, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.9568021423210139}",30,0,-138.76679591287953,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.9565109241183156}",20,0,-87.66518104651772,"{0: 11, 1: 5, 2: 1, 3: 3, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.9562187494047729}",25,0,-97.84708958478917,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.9559256184725605}",20,0,-118.13156913963428,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.9556315316148093}",25,0,-125.7377481639274,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.955336489125606}",20,0,-76.23770255784673,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.9550404912999932}",20,0,-180.7553280795197,"{0: 10, 1: 2, 2: 2, 3: 4, 4: 2}",0
301,False,"{'a': 0.5, 'e': 0.9547435384339689}",20,2,-111.40918976058404,"{0: 8, 1: 0, 2: 8, 3: 2, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.9544456308244855}",25,0,-69.67266482469658,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.9541467687694509}",25,0,-34.61539676277029,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.9538469525677271}",20,0,-103.92105642655753,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
305,False,"{'a': 0.5, 'e': 0.9535461825191301}",30,0,-256.0117980458904,"{0: 16, 1: 2, 2: 6, 3: 2, 4: 4}",0
306,False,"{'a': 0.5, 'e': 0.9532444589244301}",25,0,-58.27822139075223,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.9529417820853506}",20,3,-20.814414086289514,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.9526381523045685}",25,0,-120.37451607833736,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.9523335698857134}",20,0,-57.479487880791254,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.9520280351333678}",25,0,-94.81029925281788,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.9517215483530664}",25,0,-83.38312252912503,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.9514141098512959}",20,0,-104.112826307824,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.951105719935495}",20,0,-65.25108873470678,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.9507963789140532}",25,0,-116.14343571926997,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.9504860870963119}",20,0,-119.07219997302225,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
316,False,"{'a': 0.5, 'e': 0.9501748447925626}",30,0,-134.61004931795912,"{0: 16, 1: 2, 2: 11, 3: 0, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.9498626523140478}",20,0,-46.31013965603291,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
318,False,"{'a': 0.5, 'e': 0.9495495099729597}",35,0,-90.18055270752203,"{0: 23, 1: 3, 2: 7, 3: 2, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.9492354180824408}",25,0,-178.86156797514326,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
320,False,"{'a': 0.5, 'e': 0.948920376956583}",20,0,-157.86308986420636,"{0: 8, 1: 1, 2: 8, 3: 2, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.9486043869104273}",20,0,-109.89001465112875,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.9482874482599637}",35,0,-233.96019672699867,"{0: 20, 1: 4, 2: 6, 3: 1, 4: 4}",0
323,False,"{'a': 0.5, 'e': 0.9479695613221308}",20,0,-118.13293863620802,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.9476507264148157}",20,0,-194.76951474664756,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
325,False,"{'a': 0.5, 'e': 0.9473309438568531}",25,0,-135.6486133509777,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
326,False,"{'a': 0.5, 'e': 0.9470102139680256}",20,0,-51.135557882027875,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.9466885370690631}",25,2,-134.33479991422865,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 3}",1
328,False,"{'a': 0.5, 'e': 0.9463659134816423}",25,11,-38.87991687173055,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.946042343528387}",25,0,-108.16999040325382,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.9457178275328669}",30,0,-225.97478054637534,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
331,False,"{'a': 0.5, 'e': 0.9453923658195982}",25,0,-56.63200719592455,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.9450659587140423}",20,0,-102.07107232053302,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
333,False,"{'a': 0.5, 'e': 0.9447386065426066}",30,0,-197.2424968959385,"{0: 17, 1: 5, 2: 3, 3: 2, 4: 3}",0
334,False,"{'a': 0.5, 'e': 0.944410309632643}",20,1,-114.04261741914965,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 2}",1
335,False,"{'a': 0.5, 'e': 0.9440810683124485}",25,1,-75.92288712471847,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.9437508829112643}",25,0,-106.23828881048635,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.9434197537592759}",20,6,6.697970963574058,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.9430876811876123}",20,0,-90.31159043326089,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.9427546655283462}",20,0,-91.14717966697583,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.9424207071144931}",25,0,-147.1011999776658,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
341,False,"{'a': 0.5, 'e': 0.9420858062800114}",20,0,-113.62236678265691,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
342,False,"{'a': 0.5, 'e': 0.941749963359802}",20,0,-127.5879530757107,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
343,False,"{'a': 0.5, 'e': 0.9414131786897075}",20,0,-57.60233073713975,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.941075452606513}",35,0,-199.74238913541276,"{0: 22, 1: 4, 2: 5, 3: 0, 4: 4}",0
345,False,"{'a': 0.5, 'e': 0.9407367854479443}",20,9,-61.37965520203197,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.9403971775526684}",25,0,-82.54309967367178,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.9400566292602934}",20,0,-61.56910563794485,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.9397151409113674}",20,0,-156.49266998077817,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
349,False,"{'a': 0.5, 'e': 0.9393727128473789}",30,0,-143.18013015977712,"{0: 17, 1: 7, 2: 3, 3: 1, 4: 2}",0
350,False,"{'a': 0.5, 'e': 0.9390293454107558}",20,0,-172.761296211507,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
351,False,"{'a': 0.5, 'e': 0.9386850389448655}",25,11,-61.94199854319293,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.9383397937940146}",35,0,-222.04424484886758,"{0: 21, 1: 5, 2: 4, 3: 1, 4: 4}",0
353,False,"{'a': 0.5, 'e': 0.937993610303448}",20,9,-40.29202858278753,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.9376464888193493}",20,0,-89.96637559748048,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.9372984296888399}",30,15,-33.45570227111988,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.9369494332599789}",20,0,-75.97179413283659,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
357,False,"{'a': 0.5, 'e': 0.9365994998817627}",25,0,-120.00324950030353,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.9362486299041247}",20,0,-43.55107328684868,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.9358968236779348}",20,13,-45.685422790075435,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.9355440815549994}",20,0,-42.76507258103314,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.9351904038880602}",20,0,-190.94899974970838,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
362,False,"{'a': 0.5, 'e': 0.9348357910307951}",25,0,-52.62896983902727,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.9344802433378168}",20,0,-182.51849574902423,"{0: 7, 1: 4, 2: 5, 3: 2, 4: 2}",0
364,False,"{'a': 0.5, 'e': 0.9341237611646731}",20,0,-87.30050745698905,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.933766344867846}",20,0,-148.73584605757884,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
