trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.5, 'e': 0.933407994804752}",20,0,-13.37182407522183,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.9330487113337409}",20,0,-70.40146260347257,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
368,False,"{'a': 0.5, 'e': 0.9326884948140962}",25,0,-130.63879570772733,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
369,False,"{'a': 0.5, 'e': 0.9323273456060345}",20,0,-75.30461724088755,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
370,False,"{'a': 0.5, 'e': 0.9319652640707048}",30,0,-39.47658291647879,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.9316022505701886}",20,0,-112.98610079158297,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
372,False,"{'a': 0.5, 'e': 0.9312383054674996}",25,0,-46.32763488298495,"{0: 16, 1: 7, 2: 1, 3: 1, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.9308734291265828}",30,14,-51.48425122907072,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.9305076219123143}",25,0,-84.64194730976536,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
375,False,"{'a': 0.5, 'e': 0.9301408841905014}",20,0,-92.21565851538297,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
376,False,"{'a': 0.5, 'e': 0.929773216327882}",25,0,-28.327034007963345,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.9294046186921237}",35,0,-250.02209891352575,"{0: 20, 1: 0, 2: 9, 3: 3, 4: 3}",0
378,False,"{'a': 0.5, 'e': 0.9290350916518241}",30,0,-128.93953352408138,"{0: 19, 1: 4, 2: 3, 3: 3, 4: 1}",0
379,False,"{'a': 0.5, 'e': 0.9286646355765102}",20,0,-78.44148815396802,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.9282932508366383}",25,10,-122.25624288283598,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 3}",1
381,False,"{'a': 0.5, 'e': 0.9279209378035927}",25,4,-31.061452477651063,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.9275476968496869}",30,0,-87.99952058483112,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
383,False,"{'a': 0.5, 'e': 0.9271735283481612}",20,0,-74.11218778094167,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.9267984326731847}",25,0,-182.79409714246145,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
385,False,"{'a': 0.5, 'e': 0.9264224101998526}",20,0,-96.26423960832844,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
386,False,"{'a': 0.5, 'e': 0.9260454613041876}",20,0,-135.7682169237246,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
387,False,"{'a': 0.5, 'e': 0.9256675863631385}",25,12,-33.67800209242642,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.9252887857545801}",20,0,-83.79635380654462,"{0: 9, 1: 5, 2: 5, 3: 1, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.9249090598573131}",25,0,-86.28889856275927,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.9245284090510633}",30,0,-178.23345926261604,"{0: 17, 1: 1, 2: 9, 3: 1, 4: 2}",0
391,False,"{'a': 0.5, 'e': 0.9241468337164814}",20,0,-40.05341717887045,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.9237643342351428}",25,0,-110.26643130039409,"{0: 10, 1: 6, 2: 9, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.9233809109895471}",20,0,-185.53166281491718,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
394,False,"{'a': 0.5, 'e': 0.9229965643631173}",20,0,-90.75740109595776,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.9226112947402}",20,0,-38.001406272134716,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
396,False,"{'a': 0.5, 'e': 0.9222251025060648}",20,0,-58.97784790336802,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.9218379880469041}",20,0,-40.3688521154476,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.921449951749832}",25,0,-186.0918809522932,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
399,False,"{'a': 0.5, 'e': 0.9210609940028851}",20,0,-132.81876412827748,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
400,False,"{'a': 0.5, 'e': 0.9206711151950209}",20,0,-93.01857325273922,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
401,False,"{'a': 0.5, 'e': 0.9202803157161181}",30,0,-171.5889726815574,"{0: 20, 1: 0, 2: 6, 3: 1, 4: 3}",0
402,False,"{'a': 0.5, 'e': 0.9198885959569765}",25,0,-143.24562254665256,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
403,False,"{'a': 0.5, 'e': 0.9194959563093155}",20,0,-151.412416857466,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
404,False,"{'a': 0.5, 'e': 0.9191023971657747}",25,4,-64.82559782035139,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.9187079189199134}",25,13,-24.684674296719145,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.9183125219662098}",20,0,-30.275557546603245,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
407,False,"{'a': 0.5, 'e': 0.9179162067000607}",20,0,-269.28438967478576,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 6}",0
408,False,"{'a': 0.5, 'e': 0.9175189735177814}",25,0,-108.29981517111189,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.9171208228166051}",20,10,-9.356712941748771,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.9167217549946823}",20,0,-138.6824802997566,"{0: 13, 1: 1, 2: 1, 3: 3, 4: 2}",0
411,False,"{'a': 0.5, 'e': 0.916321770451081}",20,11,-39.16026882276074,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.9159208695857856}",30,0,-72.20444121520053,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
413,False,"{'a': 0.5, 'e': 0.9155190527996969}",25,0,-153.7908095897912,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
414,False,"{'a': 0.5, 'e': 0.9151163204946318}",20,7,-26.0327481955974,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.9147126730733223}",20,0,-64.71567318227984,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.914308110939416}",30,0,-214.66638846099846,"{0: 13, 1: 5, 2: 8, 3: 2, 4: 2}",0
417,False,"{'a': 0.5, 'e': 0.913902634497475}",20,0,-108.97543777608247,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",1
418,False,"{'a': 0.5, 'e': 0.9134962441529757}",30,0,-221.4010633158332,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 4}",0
419,False,"{'a': 0.5, 'e': 0.9130889403123083}",30,0,-107.0002996880582,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.9126807233827767}",20,0,-64.76949183368025,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
421,False,"{'a': 0.5, 'e': 0.9122715937725977}",20,6,-67.31427222624667,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.911861551890901}",20,0,-18.45592837033247,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.9114505981477284}",20,0,-99.04165563926766,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
424,False,"{'a': 0.5, 'e': 0.9110387329540337}",20,0,-40.62421030163013,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.9106259567216819}",20,0,-84.1097024547649,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.9102122698634492}",30,0,-192.69921166077256,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
427,False,"{'a': 0.5, 'e': 0.9097976727930226}",30,3,-259.37534931612606,"{0: 13, 1: 3, 2: 4, 3: 3, 4: 4}",1
428,False,"{'a': 0.5, 'e': 0.9093821659249989}",20,0,-116.86313023163441,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.9089657496748851}",30,0,-166.31115994772242,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
430,False,"{'a': 0.5, 'e': 0.9085484244590974}",35,0,-170.9535127650973,"{0: 17, 1: 6, 2: 10, 3: 1, 4: 1}",0
431,False,"{'a': 0.5, 'e': 0.9081301906949609}",25,0,-208.55562142171985,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 3}",0
432,False,"{'a': 0.5, 'e': 0.9077110488007095}",30,0,-141.2639211534048,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
433,False,"{'a': 0.5, 'e': 0.9072909991954848}",25,0,-110.30266227416892,"{0: 15, 1: 0, 2: 7, 3: 3, 4: 0}",0
434,False,"{'a': 0.5, 'e': 0.9068700422993367}",20,0,-87.06867557216462,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.9064481785332217}",20,0,-64.35514011437704,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.9060254083190037}",20,0,-69.43300410128838,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
437,False,"{'a': 0.5, 'e': 0.9056017320794529}",20,0,-109.66591153212376,"{0: 11, 1: 0, 2: 6, 3: 3, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.9051771502382456}",25,0,-53.61008206412372,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
439,False,"{'a': 0.5, 'e': 0.9047516632199634}",25,0,-189.43240341028957,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
440,False,"{'a': 0.5, 'e': 0.9043252714500934}",30,14,-72.01329067650983,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
441,False,"{'a': 0.5, 'e': 0.9038979753550274}",25,0,-100.659398995131,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.9034697753620612}",20,0,-135.79523871415827,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
443,False,"{'a': 0.5, 'e': 0.903040671899395}",25,15,10.885768026201504,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.9026106653961321}",25,14,-55.37709315955415,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
445,False,"{'a': 0.5, 'e': 0.9021797562822791}",20,0,-94.41634847931891,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
446,False,"{'a': 0.5, 'e': 0.901747944988745}",20,0,-102.28790609369639,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
447,False,"{'a': 0.5, 'e': 0.9013152319473411}",20,0,-83.1282377609317,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
448,False,"{'a': 0.5, 'e': 0.9008816175907802}",20,0,-33.903107742160465,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.9004471023526769}",20,0,-91.91467559718713,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
450,False,"{'a': 0.5, 'e': 0.9000116866675463}",25,0,-16.07208169736649,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.899575370970804}",20,0,-108.66624966402406,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
452,False,"{'a': 0.5, 'e': 0.8991381556987657}",20,0,-107.2152225986899,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
453,False,"{'a': 0.5, 'e': 0.8987000412886466}",25,0,-172.71876705834143,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
454,False,"{'a': 0.5, 'e': 0.8982610281785611}",20,0,-47.34428971015814,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.8978211168075223}",20,15,-31.019525226846476,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
456,False,"{'a': 0.5, 'e': 0.8973803076154415}",20,0,-96.83129629856812,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
457,False,"{'a': 0.5, 'e': 0.896938601043128}",25,0,-62.77411849943817,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.896495997532288}",20,0,-37.44959923797866,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.8960524975255252}",25,0,-155.8212709591929,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
460,False,"{'a': 0.5, 'e': 0.8956081014663396}",20,0,-81.41658733771756,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
461,False,"{'a': 0.5, 'e': 0.8951628097991272}",25,0,-64.5484456081322,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
462,False,"{'a': 0.5, 'e': 0.8947166229691795}",25,0,-113.61771493548046,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.8942695414226836}",30,0,-196.39303032291153,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 4}",0
464,False,"{'a': 0.5, 'e': 0.8938215656067205}",20,0,-76.77620612824336,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
465,False,"{'a': 0.5, 'e': 0.8933726959692665}",20,0,-179.62847217482303,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
466,False,"{'a': 0.5, 'e': 0.8929229329591909}",25,5,-88.44456848806081,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",1
467,False,"{'a': 0.5, 'e': 0.8924722770262568}",20,0,-179.91073035593783,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
468,False,"{'a': 0.5, 'e': 0.89202072862112}",20,0,-74.20143417551596,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.891568288195329}",30,0,-151.44274411439488,"{0: 18, 1: 2, 2: 5, 3: 4, 4: 1}",0
470,False,"{'a': 0.5, 'e': 0.891114956201324}",30,0,-118.50926168695159,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
471,False,"{'a': 0.5, 'e': 0.890660733092437}",20,0,9.592336480105505,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.8902056193228912}",20,0,-43.863309396149084,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.8897496153478003}",25,0,-119.78863340119288,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
474,False,"{'a': 0.5, 'e': 0.8892927216231682}",20,0,-53.25042109615394,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.8888349386058886}",20,0,-139.5563478576742,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
476,False,"{'a': 0.5, 'e': 0.8883762667537444}",30,0,-38.21858839688316,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
477,False,"{'a': 0.5, 'e': 0.8879167065254074}",20,10,-22.099369665289295,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.8874562583804381}",20,0,-115.09382317947531,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
479,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,5,-27.866798092538808,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.8865327001832815}",25,0,-40.15979690483954,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
481,False,"{'a': 0.5, 'e': 0.8860695910546524}",30,0,-98.7354859444728,"{0: 19, 1: 4, 2: 4, 3: 3, 4: 0}",0
482,False,"{'a': 0.5, 'e': 0.8856055958565062}",20,0,-39.49936230857778,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.8851407150528379}",20,2,-79.82734018382796,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.8846749491085283}",20,1,-85.50980270831803,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 1}",1
485,False,"{'a': 0.5, 'e': 0.8842082984893433}",20,0,-44.95133198542225,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
486,False,"{'a': 0.5, 'e': 0.8837407636619335}",30,0,-113.38523571158372,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
487,False,"{'a': 0.5, 'e': 0.8832723450938338}",20,0,-182.62711841035153,"{0: 7, 1: 1, 2: 10, 3: 0, 4: 2}",0
488,False,"{'a': 0.5, 'e': 0.8828030432534625}",25,0,-104.63716799011856,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
489,False,"{'a': 0.5, 'e': 0.8823328586101215}",25,9,-83.86356207821787,"{0: 8, 1: 4, 2: 2, 3: 1, 4: 1}",1
490,False,"{'a': 0.5, 'e': 0.8818617916339955}",30,6,-64.05124172514469,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 1}",1
491,False,"{'a': 0.5, 'e': 0.8813898427961513}",25,0,-82.6888205767684,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
492,False,"{'a': 0.5, 'e': 0.8809170125685377}",20,0,-95.05645953837332,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
493,False,"{'a': 0.5, 'e': 0.880443301423985}",25,0,-142.68628765656754,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
494,False,"{'a': 0.5, 'e': 0.8799687098362042}",25,0,-129.12531250232377,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
495,False,"{'a': 0.5, 'e': 0.879493238279787}",30,0,-197.43549652069385,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
496,False,"{'a': 0.5, 'e': 0.8790168872302047}",30,7,-146.3278986064334,"{0: 11, 1: 4, 2: 6, 3: 0, 4: 2}",1
497,False,"{'a': 0.5, 'e': 0.8785396571638084}",20,0,-61.92324991587111,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.8780615485578283}",20,0,-125.59556053009368,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
499,False,"{'a': 0.5, 'e': 0.8775825618903728}",25,5,-133.66051084766445,"{0: 8, 1: 1, 2: 8, 3: 3, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.8771026976404284}",20,0,-34.24096323814884,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
501,False,"{'a': 0.5, 'e': 0.8766219562878595}",25,0,-59.08258193022224,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
502,False,"{'a': 0.5, 'e': 0.8761403383134074}",20,14,0.16443339664148438,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.87565784419869}",25,0,-104.67697753392058,"{0: 12, 1: 4, 2: 8, 3: 1, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.8751744744262013}",20,0,-221.06323993282209,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
505,False,"{'a': 0.5, 'e': 0.8746902294793112}",25,0,-112.14865406363354,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.8742051098422644}",20,0,-35.51642038903791,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
507,False,"{'a': 0.5, 'e': 0.8737191160001807}",30,0,-146.082068044446,"{0: 19, 1: 6, 2: 2, 3: 0, 4: 3}",0
508,False,"{'a': 0.5, 'e': 0.8732322484390539}",25,3,-121.89331297649055,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 3}",1
509,False,"{'a': 0.5, 'e': 0.8727445076457513}",25,0,-159.79351647772086,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
510,False,"{'a': 0.5, 'e': 0.8722558941080137}",20,0,-62.49956061169783,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.8717664083144548}",20,0,-45.58619715310524,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.8712760507545603}",25,0,-87.10389211682948,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.8707848219186876}",25,0,-67.77526212642653,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
514,False,"{'a': 0.5, 'e': 0.8702927222980654}",20,0,-42.43611911953437,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.8697997523847936}",25,0,-66.21172425661823,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.8693059126718419}",30,0,-103.16607003213376,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
517,False,"{'a': 0.5, 'e': 0.8688112036530499}",20,6,-23.387840671723506,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.8683156258231266}",20,0,-53.60227537618515,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.8678191796776499}",25,12,-63.55260383784447,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
520,False,"{'a': 0.5, 'e': 0.8673218657130658}",20,9,-45.68310121781828,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
521,False,"{'a': 0.5, 'e': 0.8668236844266883}",30,0,-251.69662683914817,"{0: 15, 1: 3, 2: 6, 3: 2, 4: 4}",0
522,False,"{'a': 0.5, 'e': 0.8663246363166986}",30,14,-129.24432671646764,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 2}",1
523,False,"{'a': 0.5, 'e': 0.8658247218821448}",20,0,-115.82451396325268,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
524,False,"{'a': 0.5, 'e': 0.8653239416229412}",25,0,-22.93775905943615,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
525,False,"{'a': 0.5, 'e': 0.8648222960398683}",25,0,-110.17400195017746,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
526,False,"{'a': 0.5, 'e': 0.8643197856345712}",30,0,-165.5324791340322,"{0: 16, 1: 1, 2: 10, 3: 2, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.8638164109095605}",20,0,-49.84260458691531,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.5, 'e': 0.863312172368211}",25,0,-142.37847089291577,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
529,False,"{'a': 0.5, 'e': 0.862807070514761}",20,0,-138.05153417664377,"{0: 9, 1: 1, 2: 5, 3: 5, 4: 0}",0
530,False,"{'a': 0.5, 'e': 0.8623011058543124}",20,0,-114.84868204830902,"{0: 10, 1: 1, 2: 6, 3: 3, 4: 0}",0
531,False,"{'a': 0.5, 'e': 0.8617942788928298}",35,0,-138.46899685545264,"{0: 22, 1: 5, 2: 6, 3: 0, 4: 2}",0
532,False,"{'a': 0.5, 'e': 0.8612865901371402}",20,0,-103.80688173422342,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
533,False,"{'a': 0.5, 'e': 0.8607780400949321}",20,0,-17.52221313368728,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.8602686292747557}",25,0,-28.371454289807712,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
535,False,"{'a': 0.5, 'e': 0.8597583581860216}",20,0,-106.58854012077921,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
536,False,"{'a': 0.5, 'e': 0.8592472273390012}",30,0,-198.20993355699855,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
537,False,"{'a': 0.5, 'e': 0.8587352372448249}",20,6,-46.29688514267551,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.8582223884154829}",30,12,-59.078244116794785,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
539,False,"{'a': 0.5, 'e': 0.8577086813638242}",30,10,-49.13211633133563,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
540,False,"{'a': 0.5, 'e': 0.8571941166035554}",25,0,-93.36842176256033,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
541,False,"{'a': 0.5, 'e': 0.8566786946492415}",20,0,-60.38078332077007,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
542,False,"{'a': 0.5, 'e': 0.8561624160163044}",25,0,-89.89930318137372,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.8556452812210225}",20,0,-17.15696372916174,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
544,False,"{'a': 0.5, 'e': 0.8551272907805307}",30,0,-114.45102350762858,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.8546084452128195}",20,0,-87.50216548835115,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
546,False,"{'a': 0.5, 'e': 0.8540887450367343}",30,0,-144.97675910108907,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
547,False,"{'a': 0.5, 'e': 0.8535681907719751}",20,0,-108.15179295179436,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
548,False,"{'a': 0.5, 'e': 0.8530467829390963}",25,4,-47.9673933974197,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
549,False,"{'a': 0.5, 'e': 0.8525245220595057}",20,0,-13.442286702362274,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
